tiempo,data
16:33:47,6.79
16:33:48,6.79
16:33:49,6.79
16:33:50,7.01
16:33:51,7.12
16:33:52,6.79
16:33:53,6.79
16:33:54,7.01
16:33:55,7.01
16:33:56,6.90
16:33:57,6.79
16:33:58,7.01
16:33:59,7.01
16:34:00,6.90
16:34:01,6.68
16:34:02,6.90
16:34:03,7.01
16:34:04,6.79
16:34:05,6.68
16:34:06,7.01
16:34:07,7.12
16:34:08,6.79
16:34:09,6.68
16:34:10,7.01
16:34:11,7.01
16:34:12,6.79
16:34:13,6.79
16:34:14,6.90
16:34:15,7.01
16:34:16,7.12
16:34:17,6.79
16:34:18,6.79
16:34:19,6.90
16:34:20,7.01
16:34:21,7.01
16:34:22,7.01
16:34:23,7.01
16:34:24,6.68
16:34:25,6.90
16:34:26,7.12
16:34:27,7.01
16:34:28,6.79
16:34:29,6.79
16:34:30,7.01
16:34:31,7.01
16:34:32,6.79
16:34:33,6.68
16:34:34,7.01
16:34:35,7.01
16:34:36,6.79
16:34:37,6.79
16:34:38,7.01
16:34:39,7.12
16:34:40,6.79
16:34:41,6.79
16:34:42,6.79
16:34:43,7.12
16:34:44,7.01
16:34:45,6.79
16:34:46,6.79
16:34:47,7.01
16:34:48,7.12
16:34:49,7.01
16:34:50,6.79
16:34:51,6.79
16:34:52,7.01
16:34:53,7.12
16:34:54,6.90
16:34:55,6.79
16:34:56,6.79
16:34:57,7.01
16:34:58,7.12
16:34:59,6.79
16:35:00,6.79
16:35:01,6.90
16:35:02,7.01
16:35:03,6.90
16:35:04,6.79
16:35:05,6.90
16:35:06,7.01
16:35:07,7.01
16:35:08,6.79
16:35:09,6.90
16:35:10,7.12
16:35:11,7.01
16:35:12,6.79
16:35:13,6.79
16:35:14,6.90
16:35:15,7.12
16:35:16,7.12
16:35:17,6.90
16:35:18,6.79
16:35:19,6.79
16:35:20,6.90
16:35:21,6.90
16:35:22,7.12
16:35:23,6.90
16:35:24,6.79
16:35:25,6.79
16:35:26,7.01
16:35:27,7.01
16:35:28,7.01
16:35:29,6.79
16:35:30,6.79
16:35:31,6.90
16:35:32,7.01
16:35:33,7.01
16:35:34,6.79
16:35:35,6.90
16:35:36,7.01
16:35:37,7.01
16:35:38,6.90
16:35:39,6.90
16:35:40,6.90
16:35:41,7.12
16:35:42,7.01
16:35:43,6.90
16:35:44,6.79
16:35:45,6.90
16:35:46,7.01
16:35:47,6.90
16:35:48,6.79
16:35:49,7.01
16:35:50,7.01
16:35:51,6.90
16:35:52,6.79
16:35:53,7.01
16:35:54,7.01
16:35:55,7.01
16:35:56,6.79
16:35:57,6.90
16:35:58,7.01
16:35:59,7.01
16:36:00,6.79
16:36:01,6.79
16:36:02,7.01
16:36:03,7.12
16:36:04,6.90
16:36:05,6.79
16:36:06,6.90
16:36:07,7.01
16:36:08,7.01
16:36:09,6.90
16:36:10,6.90
16:36:11,7.01
16:36:12,7.01
16:36:13,6.79
16:36:14,6.79
16:36:15,7.12
16:36:16,7.01
16:36:17,6.79
16:36:18,6.79
16:36:19,6.90
16:36:20,7.01
16:36:21,7.01
16:36:22,6.79
16:36:23,6.90
16:36:24,7.01
16:36:25,7.01
16:36:26,6.90
16:36:27,6.79
16:36:28,6.79
16:36:29,7.01
16:36:30,7.01
16:36:31,6.79
16:36:32,6.79
16:36:33,6.90
16:36:34,7.01
16:36:35,6.90
16:36:36,6.68
16:36:37,7.01
16:36:38,7.12
16:36:39,6.79
16:36:40,6.79
16:36:41,7.12
16:36:42,7.01
16:36:43,6.79
16:36:44,6.79
16:36:45,7.01
16:36:46,7.01
16:36:47,6.79
16:36:48,6.79
16:36:49,7.12
16:36:50,6.90
16:36:51,6.79
16:36:52,7.01
16:36:53,7.12
16:36:54,6.79
16:36:55,6.79
16:36:56,7.01
16:36:57,7.01
16:36:58,6.79
16:36:59,6.79
16:37:00,7.01
16:37:01,7.12
16:37:02,6.79
16:37:03,6.79
16:37:04,7.01
16:37:05,7.01
16:37:06,7.12
16:37:07,6.90
16:37:08,6.79
16:37:09,6.79
16:37:10,7.01
16:37:11,7.12
16:37:12,7.12
16:37:13,6.90
16:37:14,6.79
16:37:15,6.79
16:37:16,7.01
16:37:17,7.01
16:37:18,7.01
16:37:19,6.79
16:37:20,6.90
16:37:21,6.79
16:37:22,7.01
16:37:23,7.12
16:37:24,6.90
16:37:25,6.79
16:37:26,6.90
16:37:27,7.01
16:37:28,6.90
16:37:29,6.79
16:37:30,6.90
16:37:31,7.01
16:37:32,6.90
16:37:33,6.79
16:37:34,6.90
16:37:35,7.01
16:37:36,6.90
16:37:37,6.79
16:37:38,6.90
16:37:39,7.01
16:37:40,6.79
16:37:41,6.79
16:37:42,6.90
16:37:43,7.01
16:37:44,6.79
16:37:45,6.79
16:37:46,6.90
16:37:47,7.01
16:37:48,6.90
16:37:49,6.79
16:37:50,6.90
16:37:51,7.01
16:37:52,7.01
16:37:53,6.79
16:37:54,6.79
16:37:55,6.90
16:37:56,7.01
16:37:57,7.01
16:37:58,6.79
16:37:59,6.79
16:38:00,6.90
16:38:01,7.12
16:38:02,7.12
16:38:03,6.79
16:38:04,6.68
16:38:05,6.90
16:38:06,6.79
16:38:07,7.01
16:38:08,6.79
16:38:09,6.79
16:38:10,7.01
16:38:11,7.01
16:38:12,6.79
16:38:13,6.79
16:38:14,7.01
16:38:15,7.01
16:38:16,6.79
16:38:17,6.79
16:38:18,7.12
16:38:19,7.01
16:38:20,6.79
16:38:21,6.90
16:38:22,7.01
16:38:23,6.90
16:38:24,6.79
16:38:25,7.01
16:38:26,7.01
16:38:27,6.79
16:38:28,6.68
16:38:29,7.01
16:38:30,7.01
16:38:31,6.90
16:38:32,6.79
16:38:33,6.90
16:38:34,7.12
16:38:35,7.01
16:38:36,6.90
16:38:37,6.79
16:38:38,6.90
16:38:39,7.12
16:38:40,7.01
16:38:41,6.68
16:38:42,6.68
16:38:43,6.90
16:38:44,7.01
16:38:45,7.01
16:38:46,6.79
16:38:47,6.79
16:38:48,7.01
16:38:49,7.12
16:38:50,6.79
16:38:51,6.79
16:38:52,7.01
16:38:53,7.01
16:38:54,6.90
16:38:55,6.79
16:38:56,6.90
16:38:57,7.12
16:38:58,7.12
16:38:59,6.90
16:39:00,6.79
16:39:01,6.90
16:39:02,7.12
16:39:03,7.01
16:39:04,6.79
16:39:05,6.79
16:39:06,7.01
16:39:07,6.90
16:39:08,6.90
16:39:09,6.79
16:39:10,6.90
16:39:11,7.12
16:39:12,7.01
16:39:13,6.79
16:39:14,6.68
16:39:15,7.12
16:39:16,7.12
16:39:17,6.90
16:39:18,6.79
16:39:19,6.90
16:39:20,7.01
16:39:21,7.01
16:39:22,6.79
16:39:23,6.79
16:39:24,7.01
16:39:25,7.01
16:39:26,6.79
16:39:27,6.79
16:39:28,6.90
16:39:29,7.01
16:39:30,7.01
16:39:31,6.79
16:39:32,6.79
16:39:33,7.01
16:39:34,7.01
16:39:35,6.79
16:39:36,6.79
16:39:37,6.90
16:39:38,7.12
16:39:39,6.90
16:39:40,6.79
16:39:41,6.68
16:39:42,7.01
16:39:43,7.01
16:39:44,6.90
16:39:45,6.79
16:39:46,6.90
16:39:47,7.12
16:39:48,7.01
16:39:49,6.79
16:39:50,6.90
16:39:51,7.01
16:39:52,7.12
16:39:53,6.79
16:39:54,6.79
16:39:55,7.01
16:39:56,7.01
16:39:57,6.79
16:39:58,6.68
16:39:59,6.90
16:40:00,7.01
16:40:01,6.79
16:40:02,6.79
16:40:03,6.79
16:40:04,7.01
16:40:05,7.12
16:40:06,6.90
16:40:07,6.79
16:40:08,6.90
16:40:09,7.01
16:40:10,7.01
16:40:11,6.79
16:40:12,6.79
16:40:13,7.01
16:40:14,7.01
16:40:15,7.01
16:40:16,6.79
16:40:17,6.79
16:40:18,7.01
16:40:19,7.01
16:40:20,6.90
16:40:21,6.90
16:40:22,6.79
16:40:23,6.90
16:40:24,7.01
16:40:25,7.12
16:40:26,6.79
16:40:27,6.79
16:40:28,6.79
16:40:29,6.79
16:40:30,7.01
16:40:31,7.01
16:40:32,7.01
16:40:33,6.79
16:40:34,6.79
16:40:35,6.68
16:40:36,7.01
16:40:37,7.01
16:40:38,7.12
16:40:39,6.79
16:40:40,6.79
16:40:41,6.79
16:40:42,7.01
16:40:43,7.01
16:40:44,6.79
16:40:45,6.68
16:40:46,7.12
16:40:47,7.01
16:40:48,6.79
16:40:49,6.79
16:40:50,6.90
16:40:51,7.01
16:40:53,6.90
16:40:54,6.79
16:40:55,7.01
16:40:56,7.01
16:40:57,6.90
16:40:58,6.68
16:40:59,7.01
16:41:00,7.01
16:41:01,6.79
16:41:02,6.68
16:41:03,7.01
16:41:04,7.01
16:41:05,6.90
16:41:06,6.79
16:41:07,6.79
16:41:08,7.01
16:41:09,7.12
16:41:10,6.90
16:41:11,6.79
16:41:12,6.79
16:41:13,7.01
16:41:14,7.01
16:41:15,7.01
16:41:16,6.79
16:41:17,6.79
16:41:18,6.90
16:41:19,7.01
16:41:20,7.01
16:41:21,6.79
16:41:22,6.79
16:41:23,6.79
16:41:24,7.01
16:41:25,7.12
16:41:26,6.90
16:41:27,6.79
16:41:28,6.90
16:41:29,7.12
16:41:30,6.90
16:41:31,6.79
16:41:32,6.79
16:41:33,7.23
16:41:34,7.01
16:41:35,7.01
16:41:36,6.79
16:41:37,6.79
16:41:38,6.90
16:41:39,7.01
16:41:40,7.01
16:41:41,6.90
16:41:42,6.79
16:41:43,6.68
16:41:44,6.90
16:41:45,7.01
16:41:46,7.12
16:41:47,6.90
16:41:48,6.79
16:41:49,6.68
16:41:50,6.90
16:41:51,7.01
16:41:52,7.01
16:41:53,6.79
16:41:54,6.79
16:41:55,6.79
16:41:56,7.12
16:41:57,7.01
16:41:58,6.79
16:41:59,6.68
16:42:00,6.90
16:42:01,7.01
16:42:02,7.01
16:42:03,6.79
16:42:04,6.79
16:42:05,7.01
16:42:06,7.12
16:42:07,6.90
16:42:08,6.79
16:42:09,6.90
16:42:10,7.01
16:42:11,7.01
16:42:12,6.90
16:42:13,6.79
16:42:14,7.01
16:42:15,7.01
16:42:16,6.90
16:42:17,6.79
16:42:18,6.90
16:42:19,7.01
16:42:20,6.90
16:42:21,6.68
16:42:22,6.90
16:42:23,7.01
16:42:24,7.01
16:42:25,6.79
16:42:26,6.79
16:42:27,7.01
16:42:28,7.01
16:42:29,6.90
16:42:30,6.68
16:42:31,6.90
16:42:32,7.01
16:42:33,7.01
16:42:34,6.90
16:42:35,6.79
16:42:36,6.79
16:42:37,7.12
16:42:38,7.01
16:42:39,7.01
16:42:40,6.79
16:42:41,6.79
16:42:42,6.90
16:42:43,7.01
16:42:44,7.01
16:42:45,6.90
16:42:46,6.79
16:42:47,6.79
16:42:48,7.01
16:42:49,7.01
16:42:50,6.79
16:42:51,6.79
16:42:52,6.68
16:42:53,7.01
16:42:54,7.01
16:42:55,7.01
16:42:56,6.90
16:42:57,6.79
16:42:58,6.79
16:42:59,6.79
16:43:00,7.01
16:43:01,7.01
16:43:02,7.12
16:43:03,6.90
16:43:04,6.90
16:43:05,6.79
16:43:06,6.79
16:43:07,7.01
16:43:08,7.01
16:43:09,7.12
16:43:10,7.01
16:43:11,6.68
16:43:12,6.79
16:43:13,6.68
16:43:14,7.01
16:43:15,7.01
16:43:16,7.01
16:43:17,7.12
16:43:18,6.90
16:43:19,6.79
16:43:20,6.79
16:43:21,6.68
16:43:22,6.90
16:43:23,7.01
16:43:24,7.01
16:43:25,7.01
16:43:26,6.79
16:43:27,6.79
16:43:28,6.79
16:43:29,7.12
16:43:30,7.01
16:43:31,7.01
16:43:32,6.79
16:43:33,6.79
16:43:34,6.68
16:43:35,6.90
16:43:36,7.01
16:43:37,7.01
16:43:38,6.90
16:43:39,6.79
16:43:40,6.79
16:43:41,6.79
16:43:42,7.01
16:43:43,7.01
16:43:44,7.01
16:43:45,7.01
16:43:46,6.79
16:43:47,6.68
16:43:48,6.79
16:43:49,7.01
16:43:50,7.01
16:43:51,7.12
16:43:52,6.90
16:43:53,6.79
16:43:54,6.79
16:43:55,6.90
16:43:56,6.79
16:43:57,7.01
16:43:58,7.01
16:43:59,6.90
16:44:00,6.79
16:44:01,6.79
16:44:02,6.79
16:44:03,6.79
16:44:04,7.01
16:44:05,7.12
16:44:06,7.01
16:44:07,7.01
16:44:08,6.90
16:44:09,6.79
16:44:10,6.79
16:44:11,6.68
16:44:12,6.79
16:44:13,7.01
16:44:14,7.01
16:44:15,7.01
16:44:16,7.12
16:44:17,7.01
16:44:18,6.90
16:44:19,6.79
16:44:20,6.68
16:44:21,6.79
16:44:22,6.79
16:44:23,6.90
16:44:24,7.01
16:44:25,7.01
16:44:26,6.90
16:44:27,6.79
16:44:28,6.79
16:44:29,6.79
16:44:30,6.90
16:44:31,7.12
16:44:32,7.01
16:44:33,6.79
16:44:34,6.68
16:44:35,6.79
16:44:36,7.01
16:44:37,7.01
16:44:38,7.12
16:44:39,6.79
16:44:40,6.79
16:44:41,6.79
16:44:42,7.12
16:44:43,7.01
16:44:44,6.90
16:44:45,6.68
16:44:46,6.79
16:44:47,6.90
16:44:48,7.01
16:44:49,7.01
16:44:50,6.90
16:44:51,6.79
16:44:52,6.68
16:44:53,7.01
16:44:54,7.01
16:44:55,7.01
16:44:56,6.79
16:44:57,6.79
16:44:58,7.01
16:44:59,7.01
16:45:00,6.90
16:45:01,6.79
16:45:02,6.79
16:45:03,6.90
16:45:04,7.01
16:45:05,7.01
16:45:06,6.79
16:45:07,6.79
16:45:08,6.79
16:45:09,6.90
16:45:10,7.01
16:45:11,7.01
16:45:12,6.90
16:45:13,6.79
16:45:14,6.68
16:45:15,7.01
16:45:16,7.01
16:45:17,7.01
16:45:18,7.01
16:45:19,6.79
16:45:20,6.68
16:45:21,6.79
16:45:22,6.79
16:45:23,6.90
16:45:24,7.01
16:45:25,7.01
16:45:26,7.01
16:45:27,6.90
16:45:28,6.79
16:45:29,6.79
16:45:30,6.79
16:45:31,6.90
16:45:32,7.01
16:45:33,7.01
16:45:34,7.12
16:45:35,6.90
16:45:36,6.79
16:45:37,6.79
16:45:38,6.68
16:45:39,6.90
16:45:40,6.90
16:45:41,7.01
16:45:42,7.01
16:45:43,7.01
16:45:44,6.90
16:45:45,6.79
16:45:46,6.79
16:45:47,6.79
16:45:48,6.68
16:45:49,6.79
16:45:50,6.90
16:45:51,7.01
16:45:52,7.01
16:45:53,7.01
16:45:54,6.90
16:45:55,6.79
16:45:56,6.90
16:45:57,6.79
16:45:58,6.79
16:45:59,7.01
16:46:00,7.01
16:46:01,7.12
16:46:02,6.79
16:46:03,6.79
16:46:04,6.68
16:46:05,7.01
16:46:06,7.01
16:46:07,7.01
16:46:08,7.12
16:46:09,6.79
16:46:10,6.68
16:46:11,6.68
16:46:12,6.90
16:46:13,7.01
16:46:14,7.12
16:46:15,6.90
16:46:16,6.68
16:46:17,6.79
16:46:18,7.01
16:46:19,7.01
16:46:20,7.01
16:46:21,6.79
16:46:22,6.79
16:46:23,6.90
16:46:24,7.01
16:46:25,7.01
16:46:26,6.79
16:46:27,6.68
16:46:28,7.01
16:46:29,7.01
16:46:30,6.90
16:46:31,6.79
16:46:32,6.79
16:46:33,7.23
16:46:34,7.01
16:46:35,6.90
16:46:36,6.79
16:46:37,6.90
16:46:38,7.01
16:46:39,6.90
16:46:40,6.68
16:46:41,6.90
16:46:42,7.01
16:46:43,6.90
16:46:44,6.68
16:46:45,7.01
16:46:46,7.01
16:46:47,6.90
16:46:48,6.79
16:46:49,6.79
16:46:50,7.01
16:46:51,7.12
16:46:52,6.90
16:46:53,6.79
16:46:54,6.68
16:46:55,7.01
16:46:56,7.01
16:46:57,6.90
16:46:58,6.79
16:46:59,6.79
16:47:00,6.90
16:47:01,7.01
16:47:02,7.01
16:47:03,6.68
16:47:04,6.68
16:47:05,6.68
16:47:06,7.01
16:47:07,7.12
16:47:08,7.01
16:47:09,6.90
16:47:10,6.79
16:47:11,6.68
16:47:12,6.90
16:47:13,7.01
16:47:14,7.01
16:47:15,6.79
16:47:16,6.68
16:47:17,6.79
16:47:18,7.23
16:47:19,7.01
16:47:20,6.90
16:47:21,6.79
16:47:22,6.90
16:47:23,7.12
16:47:24,6.90
16:47:25,6.79
16:47:26,6.68
16:47:27,6.90
16:47:28,7.01
16:47:29,7.12
16:47:30,6.79
16:47:31,6.79
16:47:32,6.68
16:47:33,6.90
16:47:34,7.01
16:47:35,7.01
16:47:36,7.01
16:47:37,6.68
16:47:38,6.68
16:47:39,6.90
16:47:40,7.01
16:47:41,7.01
16:47:42,6.68
16:47:43,6.68
16:47:44,7.01
16:47:45,7.01
16:47:46,6.90
16:47:47,6.79
16:47:48,7.01
16:47:49,7.12
16:47:50,6.79
16:47:51,6.79
16:47:52,6.90
16:47:53,7.12
16:47:54,7.12
16:47:55,6.79
16:47:56,6.79
16:47:57,6.68
16:47:58,6.79
16:47:59,7.01
16:48:00,7.01
16:48:01,7.01
16:48:02,6.90
16:48:03,6.79
16:48:04,6.68
16:48:05,6.68
16:48:06,6.90
16:48:07,7.12
16:48:08,7.01
16:48:09,6.79
16:48:10,6.79
16:48:11,6.68
16:48:12,7.01
16:48:13,7.01
16:48:14,7.01
16:48:15,6.79
16:48:16,6.79
16:48:17,7.01
16:48:18,7.01
16:48:19,7.01
16:48:20,6.90
16:48:21,6.68
16:48:22,7.01
16:48:23,7.01
16:48:24,7.01
16:48:25,6.79
16:48:26,6.79
16:48:27,6.90
16:48:28,7.12
16:48:29,7.01
16:48:30,6.90
16:48:31,6.79
16:48:32,6.79
16:48:33,6.79
16:48:34,7.01
16:48:35,7.01
16:48:36,7.01
16:48:37,6.90
16:48:38,6.79
16:48:39,6.68
16:48:40,6.90
16:48:41,7.01
16:48:42,7.01
16:48:43,6.90
16:48:44,6.79
16:48:45,6.79
16:48:46,6.90
16:48:47,7.01
16:48:48,7.01
16:48:49,6.79
16:48:50,6.79
16:48:51,6.79
16:48:52,7.01
16:48:53,7.12
16:48:54,6.90
16:48:55,6.68
16:48:56,6.79
16:48:57,6.90
16:48:58,7.01
16:48:59,7.01
16:49:00,6.79
16:49:01,6.79
16:49:02,6.79
16:49:03,7.01
16:49:04,7.01
16:49:05,6.90
16:49:06,6.79
16:49:07,6.79
16:49:08,6.90
16:49:09,7.01
16:49:10,7.01
16:49:11,6.79
16:49:12,6.79
16:49:13,6.79
16:49:14,7.01
16:49:15,7.01
16:49:16,6.79
16:49:17,6.68
16:49:18,6.90
16:49:19,7.01
16:49:20,7.01
16:49:21,6.90
16:49:22,6.68
16:49:23,6.68
16:49:24,7.01
16:49:25,7.01
16:49:26,7.01
16:49:27,6.90
16:49:28,6.79
16:49:29,6.68
16:49:30,6.68
16:49:31,7.01
16:49:32,7.01
16:49:33,7.01
16:49:34,7.01
16:49:35,6.90
16:49:36,6.68
16:49:37,6.90
16:49:38,7.01
16:49:39,7.01
16:49:40,7.01
16:49:41,7.01
16:49:42,6.79
16:49:43,6.79
16:49:44,6.68
16:49:45,6.90
16:49:46,7.01
16:49:47,7.01
16:49:48,7.01
16:49:49,6.79
16:49:50,6.68
16:49:51,6.79
16:49:52,7.01
16:49:53,7.01
16:49:54,6.90
16:49:55,6.68
16:49:56,6.79
16:49:57,7.12
16:49:58,7.01
16:49:59,7.01
16:50:00,6.79
16:50:01,6.79
16:50:02,6.90
16:50:03,7.01
16:50:04,7.01
16:50:05,6.90
16:50:06,6.79
16:50:07,6.79
16:50:08,6.79
16:50:09,7.01
16:50:10,7.01
16:50:11,7.01
16:50:12,6.79
16:50:13,6.68
16:50:14,6.79
16:50:15,7.01
16:50:16,7.01
16:50:17,7.01
16:50:18,6.90
16:50:19,6.79
16:50:20,6.79
16:50:21,7.01
16:50:22,7.01
16:50:23,7.12
16:50:24,6.79
16:50:25,6.90
16:50:26,6.68
16:50:27,6.90
16:50:28,7.01
16:50:29,7.01
16:50:30,6.90
16:50:31,6.79
16:50:32,6.79
16:50:33,6.90
16:50:34,7.01
16:50:35,7.01
16:50:36,6.68
16:50:37,6.68
16:50:38,7.01
16:50:39,7.01
16:50:40,6.79
16:50:41,6.79
16:50:42,6.90
16:50:43,7.01
16:50:44,6.79
16:50:45,6.79
16:50:46,6.90
16:50:47,7.01
16:50:48,6.90
16:50:49,6.57
16:50:50,6.79
16:50:51,7.01
16:50:52,7.01
16:50:53,6.90
16:50:54,6.68
16:50:55,6.90
16:50:56,7.01
16:50:57,6.90
16:50:58,6.79
16:50:59,6.79
16:51:00,6.90
16:51:01,7.01
16:51:02,6.90
16:51:03,6.68
16:51:04,6.79
16:51:05,6.90
16:51:06,7.01
16:51:07,7.01
16:51:08,6.90
16:51:09,6.79
16:51:10,6.68
16:51:11,7.01
16:51:12,7.01
16:51:13,6.90
16:51:14,6.79
16:51:15,6.79
16:51:16,6.90
16:51:17,7.01
16:51:18,6.90
16:51:19,6.79
16:51:20,6.79
16:51:21,7.01
16:51:22,7.01
16:51:23,6.79
16:51:24,6.79
16:51:25,6.90
16:51:26,7.01
16:51:27,6.79
16:51:28,6.68
16:51:29,6.79
16:51:30,7.01
16:51:31,6.90
16:51:32,6.79
16:51:33,6.79
16:51:34,7.01
16:51:35,7.01
16:51:36,6.90
16:51:37,6.68
16:51:38,6.79
16:51:39,7.01
16:51:40,7.01
16:51:41,6.79
16:51:42,6.68
16:51:43,6.79
16:51:44,6.90
16:51:45,7.01
16:51:46,7.01
16:51:47,6.79
16:51:48,6.79
16:51:49,6.79
16:51:50,7.01
16:51:51,7.01
16:51:52,7.01
16:51:53,6.79
16:51:54,6.68
16:51:55,6.68
16:51:56,6.90
16:51:57,7.01
16:51:58,7.01
16:51:59,7.01
16:52:00,6.79
16:52:01,6.68
16:52:02,6.79
16:52:03,7.01
16:52:04,7.12
16:52:05,7.12
16:52:06,6.90
16:52:07,6.79
16:52:08,6.68
16:52:09,6.79
16:52:10,7.01
16:52:11,7.01
16:52:12,6.90
16:52:13,6.68
16:52:14,6.68
16:52:15,6.90
16:52:16,7.01
16:52:17,7.01
16:52:18,6.79
16:52:19,6.79
16:52:20,6.90
16:52:21,7.01
16:52:22,7.01
16:52:23,6.79
16:52:24,6.79
16:52:25,6.79
16:52:26,7.01
16:52:28,7.01
16:52:29,6.90
16:52:30,6.79
16:52:31,6.79
16:52:32,6.90
16:52:33,7.01
16:52:34,7.01
16:52:35,6.79
16:52:36,6.68
16:52:37,6.79
16:52:38,7.01
16:52:39,7.01
16:52:40,6.79
16:52:41,6.79
16:52:42,6.79
16:52:43,7.01
16:52:44,7.01
16:52:45,7.01
16:52:46,6.79
16:52:47,6.79
16:52:48,6.79
16:52:49,6.90
16:52:50,7.01
16:52:51,7.01
16:52:52,6.90
16:52:53,6.79
16:52:54,6.79
